tax_sp_level,nbe_occ_gbif,nbe_loc_gbif,list_continents_gbif
Conostomium natalense,11,9,AFRICA
Dopatrium macranthum,10,8,AFRICA
Vernonia tigna,3,2,AFRICA
Barleria spinulosa,19,10,AFRICA
Dracaena marina,31,17,AFRICA
Rhipidoglossum arbonnieri,1,1,
Isolepis cernua,623,434,"NORTH_AMERICA, OCEANIA, SOUTH_AMERICA"
Pavetta lomamiensis,1,1,
Crotalaria incrassifolia,1,1,AFRICA
Polystichum zambesiacum,6,6,AFRICA
Vepris morogorensis,2,1,AFRICA
Homalium hypolasium,1,1,AFRICA
Chlorophytum staudtii,7,5,AFRICA
Hymenocardia heudelotii,10,7,AFRICA
Fimbristylis microcarya,449,350,"OCEANIA, AFRICA"
Triumfetta katangensis,13,9,
Habenaria antennifera,7,6,AFRICA
Anisocycla jollyana,16,7,AFRICA
Portulaca massaica,1,1,
Polygala luteo-viridis,23,13,AFRICA
Tephrosia chisumpae,0,NA,NA
Grangea ceruanoides,15,13,AFRICA
Crotalaria phillipsiae,2,2,AFRICA
Ancistrocarpus comperei,4,2,
Dichapetalum cymosum,19,16,AFRICA
Cycnium tenuisectum,2,2,AFRICA
Ruschia spinosa,4,3,AFRICA
Gravesia pulchra,3,2,AFRICA
Pseudocalyx ochraceus,8,7,AFRICA
Psilotrichum gnaphalobryum,14,12,AFRICA
Ceropegia aristolochioides,12,8,AFRICA
Platysepalum hirsutum,49,19,AFRICA
Crotalaria longithyrsa,20,8,AFRICA
Eriosema pellegrinii,22,20,AFRICA
Indigofera congesta,45,29,AFRICA
Pseuderanthemum campylosiphon,0,NA,NA
Carex acutiformis,490,241,EUROPE
Cyphostemma dysocarpum,0,NA,NA
Mapania anomala,235,154,"ASIA, OCEANIA, AFRICA"
Cyphostemma degraeri,3,2,
Deinbollia cuneifolia,47,19,AFRICA
Macrotyloma stenophyllum,20,13,AFRICA
Crinum abyssinicum,13,5,AFRICA
Lysimachia remyi,0,NA,NA
Blepharis katangensis,24,19,AFRICA
Dacryodes macrophylla,47,17,AFRICA
Ludwigia stenorraphe,39,26,AFRICA
Manilkara sp.simandou,NA,NA,NA
Neobolusia stolzii,2,2,AFRICA
Tylophora iringensis,0,NA,NA
Ceropegia gemmifera,6,5,AFRICA
Polystachya dendrobiiflora,28,19,AFRICA
Ceropegia fusiformis,9,8,AFRICA
Pavetta tendagurensis,1,1,
Aframomum elliottii,1,1,AFRICA
Crinum nubicum,6,6,AFRICA
Virectaria tenella,0,NA,NA
Bidens lineariloba,0,NA,NA
Pteleopsis habeensis,15,4,AFRICA
Thesium equisetoides,1,1,AFRICA
Asclepias foliosa,0,NA,NA
Aloe gilbertii,1,1,AFRICA
Psychotria sonkeana,9,7,AFRICA
Thunbergia battiscombei,7,7,
Vepris dainellii,38,15,AFRICA
Cissus miegei,61,28,AFRICA
Terminalia trichopoda,3,3,AFRICA
Prosopis africana,44,29,AFRICA
Aspilia paludosa,11,8,AFRICA
Berchemia zeyheri,17,12,AFRICA
Eulophia flavopurpurea,23,16,AFRICA
Phaius mannii,14,8,AFRICA
Biophytum abyssinicum,20,14,AFRICA
Brachiaria ramosa,30,24,"NORTH_AMERICA, AFRICA, OCEANIA"
Echiochilon arenarium,2,2,AFRICA
Pseudarthria crenata,0,NA,NA
Helichrysum whyteanum,4,2,AFRICA
Terminalia phanerophlebia,8,5,AFRICA
Globimetula rubripes,5,1,AFRICA
Vangueria parvifolia,11,4,AFRICA
Tragus berteronianus,27,23,"NORTH_AMERICA, AFRICA"
Crotalaria nyikensis,8,4,AFRICA
Hyparrhenia barteri,19,14,AFRICA
Brachystephanus mannii,5,4,AFRICA
Lefebvrea atropurpurea,5,2,AFRICA
Pennisetum americanum,47,38,"NORTH_AMERICA, OCEANIA"
Helichrysum candolleanum,14,10,AFRICA
Lobelia anceps,822,517,"OCEANIA, SOUTH_AMERICA, AFRICA"
Octoknema kivuensis,2,2,AFRICA
Alloteropsis cimicina,174,141,"OCEANIA, AFRICA, ASIA, SOUTH_AMERICA"
Commelina purpurea,9,5,AFRICA
Amorphophallus aphyllus,1,1,
Cyphostemma curvipodum,3,NA,NA
Terminalia macroptera,78,44,AFRICA
Engleria africana,1,1,AFRICA
Alsodeiopsis rubra,17,12,AFRICA
Eriosema vanderystii,3,3,AFRICA
Berkheya angolensis,1,1,AFRICA
Holothrix aphylla,4,3,AFRICA
Blepharis edulis,42,35,AFRICA
Palisota pedicellata,9,2,AFRICA
Rinorea keayi,17,10,AFRICA
Trichomanes africanum,21,15,AFRICA
Commiphora merkeri,11,9,AFRICA
Landolphia bruneelii,19,8,AFRICA
Cola pseudoclavata,0,NA,NA
Grammitis serrulatum,NA,NA,NA
Peddiea subcordata,1,1,AFRICA
Polystachya confusa,0,NA,NA
Scleria goossensii,8,7,AFRICA
Eulophia welwitschii,22,9,AFRICA
Aphanocalyx djumaensis,38,18,AFRICA
Cyperus mortonii,10,8,AFRICA
Aeonium leucoblepharum,4,4,AFRICA
Eulophia latilabris,9,7,AFRICA
Cnestis mildbraedii,0,NA,NA
Trichilia zewaldae,16,6,AFRICA
Euphorbia macrophylla,8,7,AFRICA
Cola rondoensis,0,NA,NA
Woodfordia uniflora,30,13,AFRICA
Baphia cuspidata,82,33,AFRICA
Erythrococca bongensis,31,22,AFRICA
Vernonia muelleri,0,NA,NA
Cyperus ligularis,132,77,"SOUTH_AMERICA, AFRICA, NORTH_AMERICA"
Ipomoea vernalis,3,3,AFRICA
Senecio erosus,0,NA,NA
Diceratostele gabonensis,14,12,AFRICA
Searsia crenulata,4,3,AFRICA
Afroligusticum petitianum,19,9,AFRICA
Jasminum kwangense,18,11,AFRICA
Commicarpus africanus,NA,NA,NA
Monsonia angustifolia,26,23,AFRICA
Carex conferta,22,15,AFRICA
Sansevieria ehrenbergii,21,8,AFRICA
Vitex chrysocarpa,29,21,AFRICA
Crinum kirkii,1,1,AFRICA
Crossandra friesiorum,1,1,AFRICA
Mikaniopsis kundelungensis,1,1,
Drosanthemum striatum,1,1,AFRICA
Schefflerodendron usambarense,4,3,AFRICA
Cyperus metzii,100,63,"OCEANIA, AFRICA"
Schweinfurthia pterosperma,4,2,AFRICA
Gilgiochloa indurata,3,3,AFRICA
Ochna leptoclada,18,15,AFRICA
Chamaeangis lanceolata,1,1,AFRICA
Memecylon diluviorum,11,6,AFRICA
Linderniella boutiqueana,2,1,
Ochna macrocalyx,5,5,AFRICA
Fimbristylis scabrida,36,26,AFRICA
Newtonia paucijuga,1,1,AFRICA
Dorstenia warneckei,0,NA,NA
Allexis batangae,16,7,AFRICA
Canthium ngonii,1,1,AFRICA
Dissotis cogniauxiana,0,NA,NA
Crossandra stenostachya,1,1,AFRICA
Ipomoea bampsiana,2,2,AFRICA
Erythrococca menyharthii,4,3,AFRICA
Leucas masaiensis,6,4,AFRICA
Felicia abyssinica,20,16,AFRICA
Gladiolus watsonioides,0,NA,NA
Campylospermum laeve,NA,NA,NA
Polygala abyssinica,0,NA,NA
Chrozophora senegalensis,20,14,AFRICA
Asystasia laticapsula,2,2,AFRICA
Leucas stachydiformis,17,10,AFRICA
Tragus mongolorum,4,4,ASIA
Crotalaria filicaulis,13,9,AFRICA
Cajanus kerstingii,16,9,AFRICA
Ctenium sesquiflorum,NA,NA,NA
Monotes kerstingii,58,38,AFRICA
Warneckea microphylla,4,2,AFRICA
Pachystigma macrocalyx,11,5,AFRICA
Senecio jacksonii,0,NA,NA
Impatiens sylvicola,16,10,AFRICA
Whitfieldia orientalis,0,NA,NA
Bridelia niedenzui,95,61,AFRICA
Crotalaria rogersii,2,2,AFRICA
Jacquemontia paniculata,404,289,"OCEANIA, AFRICA, ASIA"
Vernonia zanzibarensis,1,1,AFRICA
Culcasia lanceolata,32,24,AFRICA
Thelepogon elegans,28,27,AFRICA
Rotala lucalensis,2,2,AFRICA
Kleinia scottioides,10,8,AFRICA
Faroa chalcophila,13,4,
Viscum engleri,0,NA,NA
Restio bifurcus,2,1,AFRICA
Spiloxene capensis,6,5,AFRICA
Wahlenbergia pusilla,7,5,AFRICA
Ozoroa pulcherrima,33,25,AFRICA
Strychnos congolana,96,26,AFRICA
Ipomoea sinensis,37,30,AFRICA
Echinops longifolius,46,32,AFRICA
Phyllanthus boehmii,20,18,AFRICA
Warneckea fosteri,7,4,AFRICA
Erucastrum abyssinicum,15,10,AFRICA
Mikania microptera,37,27,"SOUTH_AMERICA, AFRICA"
Eugenia dusenii,0,NA,NA
Phyllopodium diffusum,5,2,AFRICA
Artabotrys jacques-felicis,2,1,AFRICA
Kalanchoe hametiorum,4,3,AFRICA
Asplenium inaequilaterale,63,41,"SOUTH_AMERICA, AFRICA, NORTH_AMERICA"
Stylochaeton zenkeri,36,24,AFRICA
Trifolium abyssinicum,6,4,AFRICA
Hibiscus aponeurus,27,23,AFRICA
Siphonochilus kirkii,22,11,AFRICA
Tephrosia pentaphylla,14,12,AFRICA
Pseudosabicea arborea,9,4,
Encephalartos bubalinus,2,1,
Stoebe kilimandscharica,9,7,AFRICA
Isoglossa lactea,13,11,AFRICA
Lophira lanceolata,26,18,AFRICA
Pouteria aningeri,13,10,AFRICA
Renealmia engleri,3,2,AFRICA
Echinops giganteus,44,18,AFRICA
Linzia ituriensis,8,6,AFRICA
Plectranthus caninus,29,24,"OCEANIA, AFRICA"
Dichondra repens,609,357,"OCEANIA, SOUTH_AMERICA, AFRICA, ASIA"
Bonatea stereophylla,2,2,AFRICA
Letestudoxa bella,32,11,AFRICA
Pentas caffensis,8,3,AFRICA
Diplolophium diplolophioides,3,2,AFRICA
Euphorbia cussonioides,0,NA,NA
Cercestis kamerunianus,3,2,AFRICA
Olea welwitschii,21,12,AFRICA
Pancovia sessiliflora,6,5,AFRICA
Indigofera linifolia,932,730,"OCEANIA, ASIA, AFRICA"
Campylospermum longestipulatum,35,11,AFRICA
Chamaecrista polytricha,15,14,AFRICA
Hygrophila pobeguinii,49,31,AFRICA
Aulacocalyx leptactinioides,90,45,AFRICA
Pavonia serrata,5,4,AFRICA
Aristogeitonia gabonica,20,1,AFRICA
Ficus elasticoides,10,9,AFRICA
Pelargonium magenteum,4,2,AFRICA
Impatiens masisiensis,27,17,
Salacia miegei,7,3,AFRICA
Gilbertiodendron unijugum,44,15,AFRICA
Chenopodium opulifolium,35,22,"EUROPE, AFRICA"
Cochlospermum tinctorium,31,19,AFRICA
Byrsanthus brownii,11,10,AFRICA
Cyperus niveus,114,91,"AFRICA, ASIA"
Cola buntingii,39,14,AFRICA
Monanthotaxis elegans,18,4,AFRICA
Pararistolochia zenkeri,14,7,AFRICA
Millettia pallens,48,23,AFRICA
Neuracanthus polyacanthus,3,2,AFRICA
Diospyros thomasii,22,13,AFRICA
Caesalpinia angolensis,29,17,AFRICA
Pseudocarum eminii,4,2,AFRICA
Berkheya zeyheri,16,16,AFRICA
Ipomoea chrysochaetia,15,13,AFRICA
Diaphananthe cuneata,0,NA,NA
Portulaca kermesina,8,6,AFRICA
Grewia tephrodermis,139,90,AFRICA
Gardenia volkensii,14,9,AFRICA
Trichoscypha ulugurensis,166,72,AFRICA
Premna oligotricha,14,12,AFRICA
Bulbophyllum elliotii,13,8,AFRICA
Monothecium aristatum,6,6,AFRICA
Leucas tettensis,10,8,AFRICA
Sesamum alatum,36,14,AFRICA
Vandellia stictantha,0,NA,NA
Digitaria ciliaris,352,262,"OCEANIA, NORTH_AMERICA, SOUTH_AMERICA, EUROPE"
Odontosoria africana,8,8,AFRICA
Ruellia discifolia,8,6,AFRICA
Homalium patoklaense,15,4,AFRICA
Basananthe kisimbae,22,3,
Dorstenia lujae,28,18,AFRICA
Rinorea gilletii,17,7,AFRICA
Vernonia frondosa,18,5,AFRICA
Striga bilabiata,31,24,AFRICA
Senecio rhammatophyllus,0,NA,NA
Julbernardia brieyi,81,29,AFRICA
Utricularia firmula,8,8,AFRICA
Begonia scutulum,48,15,AFRICA
Cyperus hemisphaericus,22,17,AFRICA
Festuca gilbertiana,NA,NA,NA
Centaurea nigerica,9,5,AFRICA
Warneckea memecyloides,18,11,AFRICA
Grewia tenax,84,48,AFRICA
Tragia senegalensis,13,11,AFRICA
Octoknema klaineana,3,1,AFRICA
Aerva leucura,45,36,AFRICA
Emilia praetermissa,50,39,AFRICA
Obetia radula,7,4,AFRICA
Polystachya seticaulis,14,9,AFRICA
Phyllanthus petraeus,5,4,AFRICA
Impatiens mazumbaiensis,0,NA,NA
Cassipourea nialatou,33,14,AFRICA
Plicosepalus meridianus,1,1,AFRICA
Bergia ammannioides,119,98,"OCEANIA, AFRICA, ASIA"
Lobelia longisepala,1,1,AFRICA
Baissea gracillima,116,48,AFRICA
Nephthytis hallei,1,1,AFRICA
Crepis oliveriana,15,8,AFRICA
Gerbera piloselloides,0,NA,NA
Stipagrostis ciliata,27,17,AFRICA
Aeschynomene schliebenii,6,5,AFRICA
Brachyachne obtusiflora,4,4,AFRICA
Hibiscus hockii,2,2,
Buchnera affinis,5,4,AFRICA
Baphia vili,5,3,AFRICA
Eragrostis arenicola,9,9,AFRICA
Pyrenacantha grandiflora,5,3,AFRICA
Ipomoea turbinata,36,16,AFRICA
Chloris barbata,399,299,"OCEANIA, NORTH_AMERICA, SOUTH_AMERICA"
Asplenium pumilum,34,27,"SOUTH_AMERICA, NORTH_AMERICA, AFRICA"
Tylophora heterophylla,7,4,AFRICA
Salacia preussii,51,16,AFRICA
Euphorbia syncameronii,1,1,AFRICA
Helichrysum cooperi,5,5,AFRICA
Rhaphiostylis cordifolia,29,9,AFRICA
Culcasia falcifolia,33,13,AFRICA
Ischyrolepis duthieae,1,1,AFRICA
Hypseochloa cameroonensis,0,NA,NA
Croton talaeporos,1,1,AFRICA
Miscanthus junceus,1,1,AFRICA
Sesbania wildemanii,6,4,
Flemingia faginea,8,6,AFRICA
Ludia mauritiana,17,11,AFRICA
Seddera latifolia,16,14,AFRICA
Solenangis wakefieldii,1,1,AFRICA
Crotalaria alexandri,4,4,AFRICA
Conyza aegyptiaca,2,2,
Melanthera elliptica,29,21,AFRICA
Setaria pseudaristata,1,1,AFRICA
Monanthotaxis caffra,32,13,AFRICA
Anthocleista obanensis,30,9,AFRICA
Brachythrix sonchoides,0,NA,NA
Cyathocoma ecklonii,0,NA,NA
Eriocaulon remotum,4,4,AFRICA
Mucuna stans,25,18,AFRICA
Selago barabei,2,2,
Urtica simensis,3,1,
Aeschynomene mimosifolia,12,11,AFRICA
Phylica purpurea,5,3,AFRICA
Monechma ciliatum,NA,NA,NA
Crotalaria parvula,6,4,AFRICA
Hypecoum aequilobium,1,1,AFRICA
Bulbostylis densicaespitosa,2,2,AFRICA
Euphorbia gillettii,0,NA,NA
Senecio schultzii,12,7,AFRICA
Indigofera aspera,11,8,AFRICA
Griffonia speciosa,12,7,AFRICA
Gilbertiodendron minkebense,NA,NA,NA
Hibiscus rostellatus,77,50,"AFRICA, ASIA"
Athroisma hastifolium,0,NA,NA
Sphenostylis schweinfurthii,39,26,AFRICA
Aporrhiza talbotii,11,7,AFRICA
Begonia vankerckhovenii,7,4,AFRICA
Cola greenwayi,18,14,AFRICA
Dipcadi viride,74,46,AFRICA
Eriosema jurionianum,16,12,AFRICA
Verbena tenuisecta,337,261,"OCEANIA, SOUTH_AMERICA, AFRICA"
Euphorbia wellbyi,1,1,AFRICA
Aloe amudatensis,0,NA,NA
Erica setociliata,4,2,AFRICA
Cienfuegosia digitata,25,11,AFRICA
Rotheca quadrangulata,13,6,AFRICA
Cuscuta planiflora,159,118,"AFRICA, ASIA"
Psychotria brassii,30,16,
Ascolepis pinguis,9,8,AFRICA
Cantinoa americana,72,52,"SOUTH_AMERICA, NORTH_AMERICA, AFRICA, ASIA"
Otoptera burchellii,9,7,AFRICA
Sartidia vanderystii,8,6,AFRICA
Satyrium macrophyllum,4,3,AFRICA
Anadelphia polychaeta,3,3,AFRICA
Anisophyllea obtusifolia,2,1,AFRICA
Crotalaria vallicola,6,4,AFRICA
Aira caryophyllea,362,262,"OCEANIA, EUROPE, NORTH_AMERICA"
Eriocoelum pungens,31,8,AFRICA
Ochna apetala,0,NA,NA
Lolium temulentum,269,197,"OCEANIA, SOUTH_AMERICA, NORTH_AMERICA"
Trianthema triquetra,1022,700,"OCEANIA, AFRICA"
Bolboschoenus maritimus,305,227,"NORTH_AMERICA, EUROPE"
Helichrysum mechowianum,18,16,AFRICA
Dicliptera verticillata,81,58,AFRICA
Euphorbia stapelioides,0,NA,NA
Habenaria keayi,3,3,AFRICA
Morinda angolensis,31,12,
Rytigynia dubiosa,13,6,AFRICA
Crassula granvikii,28,26,AFRICA
Begonia iucunda,6,1,AFRICA
Coffea heterocalyx,3,2,AFRICA
Crossandra flava,7,6,AFRICA
Vernonia gerberiformis,35,29,AFRICA
Pleioceras zenkeri,16,1,AFRICA
Leucas jamesii,12,8,AFRICA
Saccharum spontaneum,72,44,"OCEANIA, NORTH_AMERICA, ASIA, AFRICA"
Seddera suffruticosa,14,11,AFRICA
Tectaria barteri,7,3,AFRICA
Drypetes ivorensis,98,24,AFRICA
Droguetia iners,30,16,AFRICA
Hymenophyllum tunbridgense,11,8,"SOUTH_AMERICA, AFRICA, EUROPE, NORTH_AMERICA, ASIA"
Trichostephanus acuminatus,15,4,AFRICA
Zehneria oligosperma,3,3,AFRICA
Tylophora dahomensis,10,8,AFRICA
Leptoderris dinklagei,36,14,AFRICA
Tetradenia multiflora,4,3,AFRICA
Crudia gabonensis,1,1,
Atroxima liberica,114,43,AFRICA
Begonia kisuluana,36,20,AFRICA
Oncocalyx glabratus,35,12,AFRICA
Blepharis acanthodioides,15,6,AFRICA
Achyropsis fruticulosa,1,1,AFRICA
Aristea alata,11,9,AFRICA
Cyperus breviglumis,5,4,AFRICA
Panicum flacciflorum,2,2,AFRICA
Achyrospermum dasytrichum,4,2,AFRICA
Aedesia glabra,38,27,AFRICA
Cyperus nduru,19,15,AFRICA
Impatiens teitensis,5,3,AFRICA
Croton oligandrus,3,2,AFRICA
Crinum ornatum,14,5,AFRICA
Merremia quinquefolia,169,113,"OCEANIA, NORTH_AMERICA, SOUTH_AMERICA, AFRICA, ASIA"
Momordica kirkii,1,1,AFRICA
Clutia robusta,16,11,AFRICA
Polystachya fulvilabia,13,7,AFRICA
Coffea eugenioides,17,13,AFRICA
Pterocelastrus tricuspidatus,13,10,AFRICA
Salacia lateritia,36,20,AFRICA
Euphorbia prostrata,201,135,"OCEANIA, SOUTH_AMERICA, EUROPE, NORTH_AMERICA"
Aristida somalensis,1,1,AFRICA
Allophylus abyssinicus,0,NA,NA
Cyphostemma vollesenii,0,NA,NA
Chlorophytum nyasae,4,4,AFRICA
Rhaptopetalum beguei,48,13,AFRICA
Commelina petersii,4,4,AFRICA
Cryptolepis microphylla,2,1,AFRICA
Kinghamia macrocephala,33,24,AFRICA
Royena fischeri,2,2,AFRICA
Tetraria capillacea,7,2,AFRICA
Hypericum scioanum,13,12,AFRICA
Athroisma stuhlmannii,2,2,AFRICA
Eragrostis procumbens,1,1,AFRICA
Habenaria splendentior,14,7,
Cincinnobotrys speciosa,15,10,AFRICA
Macaranga vermoesenii,9,6,
Aristida barbicollis,38,27,AFRICA
Tragia spathulata,21,12,AFRICA
Hibiscus congestiflorus,14,10,AFRICA
Zanha golungensis,18,13,AFRICA
Agelanthus elegantulus,1,1,
Chlorophytum galpinii,17,15,AFRICA
Tephrosia emeroides,16,9,AFRICA
Lobelia heyneana,21,18,"ASIA, AFRICA"
Rourea parviflora,45,16,AFRICA
Mammea usambarensis,0,NA,NA
Agelaea gabonensis,19,5,AFRICA
Diospyros verrucosa,31,26,AFRICA
Danthoniopsis dinteri,2,2,AFRICA
Cyperus leptorhachis,10,5,AFRICA
Andropogon chevalieri,5,4,AFRICA
Dinklageella villiersii,1,1,AFRICA
Napoleonaea gossweileri,1,1,
Culcasia obliquifolia,17,8,AFRICA
Wahlenbergia huttonii,3,2,AFRICA
Delpydora gracilis,31,22,AFRICA
Gaertnera letouzeyi,2,2,AFRICA
Megalochlamys revoluta,7,6,AFRICA
Millettia acuticarinata,1,1,
Panicum nudiflorum,0,NA,NA
Boehmeria virgata,157,105,"OCEANIA, SOUTH_AMERICA, AFRICA, ASIA"
Eragrostis usambarensis,1,1,AFRICA
Vigna phoenix,1,1,AFRICA
Augea capensis,2,2,AFRICA
Dorstenia involuta,27,5,AFRICA
Urera talbotii,3,3,AFRICA
Asystasia africana,1,1,AFRICA
Senecio cadiscus,NA,NA,NA
Grewia nitida,1,1,AFRICA
Buddleja pulchella,19,4,AFRICA
Bulbostylis boeckeleriana,9,8,AFRICA
Aloe cheranganiensis,0,NA,NA
Helichrysum rutilans,2,1,
Melhania ovata,56,49,"OCEANIA, AFRICA"
Kniphofia splendida,0,NA,NA
Pterocarpus tessmannii,13,7,AFRICA
Indigofera swaziensis,11,10,AFRICA
Aponogeton vallisnerioides,14,12,AFRICA
Crossandra puberula,15,12,AFRICA
Lomariopsis congoensis,4,3,AFRICA
Vitex ciliata,14,9,AFRICA
Nymphaea micrantha,38,26,"SOUTH_AMERICA, AFRICA"
Diaphananthe oxycentron,1,1,AFRICA
Vangueria soutpansbergensis,4,3,AFRICA
Vernonia hochstetteri,72,37,AFRICA
Launaea nana,16,14,AFRICA
Nephrophyllum abyssinicum,1,1,AFRICA
Cynorkis kirkii,5,2,AFRICA
Coleactina papalis,5,4,AFRICA
Commiphora gurreh,3,3,AFRICA
Aeschynomene rhodesiaca,5,5,AFRICA
Manilkara sansibarensis,9,8,AFRICA
Mikania capensis,233,164,AFRICA
Gladiolus actinomorphanthus,11,7,
Begonia squamulosa,46,10,AFRICA
Afrocanthium racemulosum,4,2,AFRICA
Cyperus kabarensis,1,1,
Fadogia pobeguinii,13,7,AFRICA
Carduus schimperi,23,17,AFRICA
Hydrolea macrosepala,14,11,AFRICA
Polycarpon prostratum,2,2,
Typha capensis,3,3,AFRICA
Monotes glaber,2,2,AFRICA
Diplazium zanzibaricum,5,2,AFRICA
Cyperus rubicundus,49,32,"OCEANIA, AFRICA"
Tragia doryodes,6,6,AFRICA
Canthium apiculatifolium,89,36,AFRICA
Commiphora enneaphylla,0,NA,NA
Neuropeltis prevosteoides,29,11,AFRICA
Spermacoce minutiflora,2,2,AFRICA
Aganope gabonica,40,15,AFRICA
Drypetes dinklagei,28,14,AFRICA
Gluema ivorensis,31,14,AFRICA
Vitex cuspidata,8,6,AFRICA
Metrosideros angustifolia,15,12,"SOUTH_AMERICA, EUROPE, AFRICA"
Erythrocephalum scabrifolium,2,2,AFRICA
Dicliptera heterostegia,8,8,AFRICA
Sopubia ramosa,77,54,AFRICA
Cerastium indicum,32,22,AFRICA
Ancistrorhynchus ovatus,1,1,
Grammitis barbatula,2,2,AFRICA
Rangaeris amaniensis,4,2,AFRICA
Warneckea superba,1,1,
Vepris bachmannii,4,2,AFRICA
Pimpinella oreophila,11,8,AFRICA
Solanum delagoense,157,107,AFRICA
Sida garckeana,393,303,"OCEANIA, SOUTH_AMERICA, NORTH_AMERICA"
Utricularia appendiculata,7,6,AFRICA
Plectranthus rotundifolius,15,4,AFRICA
Solanecio cydoniifolius,9,9,AFRICA
Acrotome inflata,9,8,AFRICA
Physostigma mesoponticum,18,16,AFRICA
Erica barbigera,NA,NA,NA
Trichomanes fallax,8,6,AFRICA
Evolvulus nummularius,125,91,"OCEANIA, SOUTH_AMERICA, ASIA, NORTH_AMERICA, AFRICA"
Hildebrandtia obcordata,7,5,AFRICA
Senecio hochstetteri,4,4,AFRICA
Clerodendrum capense,36,30,AFRICA
Ficus palmata,66,35,"AFRICA, ASIA, OCEANIA"
Garcinia tanzaniensis,0,NA,NA
Hypolepis sparsisora,25,17,AFRICA
Justicia oblongifolia,0,NA,NA
Tulestea tomentosa,4,2,AFRICA
Aloe otallensis,3,2,AFRICA
Artabotrys hispidus,7,5,AFRICA
Crotalaria fascicularis,6,6,AFRICA
Aristea cognata,37,33,AFRICA
Indigofera lyallii,10,7,AFRICA
Euphorbia adenochila,0,NA,NA
Gigasiphon macrosiphon,1,1,AFRICA
Habenaria keniensis,2,1,AFRICA
Psorospermum corymbiferum,41,34,AFRICA
Euphorbia lophiosperma,1,1,AFRICA
Senna septemtrionalis,219,156,"OCEANIA, SOUTH_AMERICA, NORTH_AMERICA, AFRICA, ASIA"
Ipomoea argentaurata,38,27,AFRICA
Aizoon asbestinum,0,NA,NA
Gymnosporia addat,5,3,AFRICA
Bothriocline schimperi,27,16,AFRICA
Cyperus tenuispica,198,158,"OCEANIA, AFRICA, ASIA"
Habenaria tetraceras,6,2,
Orobanche cernua,25,18,AFRICA
Heracleum abyssinicum,21,12,AFRICA
Blainvillea gayana,15,14,"OCEANIA, AFRICA"
Rhynchosia elegans,17,11,AFRICA
Barleria volkensii,1,1,AFRICA
Aeschynomene baumii,21,12,AFRICA
Commelina latifolia,18,13,AFRICA
Oxyanthus zanguebaricus,5,4,AFRICA
Cheirostylis divina,7,6,AFRICA
Justicia campylostemon,7,5,AFRICA
Ochna staudtii,8,5,AFRICA
Eriosema scioanum,18,15,AFRICA
Pleiotaxis dewevrei,37,29,AFRICA
Habenaria cultriformis,5,NA,NA
Begonia baccata,0,NA,NA
Chlorophytum clarae,6,6,
Eragrostis paniciformis,53,39,"OCEANIA, AFRICA"
Matthiola erlangeriana,1,1,AFRICA
Merremia hemmingiana,1,1,AFRICA
Combretum clarense,5,3,AFRICA
Striga linearifolia,20,18,AFRICA
Verbascum sinaiticum,43,22,AFRICA
Elaphoglossum isabelense,10,5,AFRICA
Aloe microdonta,1,1,AFRICA
Tricholaena monachne,25,18,AFRICA
Commiphora edulis,23,20,AFRICA
Achyropsis leptostachya,3,2,AFRICA
Eriosema spicatum,8,8,AFRICA
Octoknema chailluensis,13,7,AFRICA
Dendrosenecio cheranganiensis,0,NA,NA
Brachycorythis inhambanensis,4,1,
Pyrostria hystrix,4,4,AFRICA
Memecylon buxoides,0,NA,NA
Asterolinon adoense,13,11,AFRICA
Crassocephalum radiatum,3,3,AFRICA
Asplenium ceii,10,7,AFRICA
Adiantum mettenii,13,12,"AFRICA, ASIA"
Smeathmannia laevigata,50,21,AFRICA
Grewia rugosifolia,1,1,
Eulophia guineensis,97,55,AFRICA
Kalanchoe petitiana,19,11,AFRICA
Xysmalobium heudelotianum,12,11,AFRICA
Aloe swynnertonii,0,NA,NA
Oldenlandia macrophylla,288,166,"SOUTH_AMERICA, AFRICA"
Vernonia kapirensis,16,13,
Costus nimba,14,6,AFRICA
Combretum mildbraedii,4,4,AFRICA
Hyparrhenia umbrosa,11,4,AFRICA
Combretum tomentosum,24,19,AFRICA
Rotala mexicana,331,263,"OCEANIA, SOUTH_AMERICA, NORTH_AMERICA, AFRICA, ASIA"
Maerua friesii,0,NA,NA
Rogeria adenophylla,14,9,AFRICA
Lannea barteri,30,23,AFRICA
Romulea congoensis,2,2,AFRICA
Corrigiola paniculata,3,2,AFRICA
Tridactyle lisowskii,12,2,AFRICA
Crotalaria barnabassii,5,4,AFRICA
Lactuca praevia,9,8,AFRICA
Oenanthe palustris,13,7,AFRICA
Hymenostegia viridiflora,27,5,AFRICA
Pteris mildbraedii,39,19,AFRICA
Angraecopsis parviflora,9,6,AFRICA
Eriocaulon schimperi,15,12,AFRICA
Sporobolus montanus,5,3,AFRICA
Grewia flava,6,4,AFRICA
Cyperus leptophyllus,NA,NA,NA
Adenandra villosa,0,NA,NA
Vigna subterranea,28,13,AFRICA
Oldenlandia cephalotes,1,1,AFRICA
Sclerochiton glandulosissimus,1,1,AFRICA
Lipocarpha kernii,22,19,AFRICA
Satyrium anomalum,3,3,AFRICA
Solanum retroflexum,18,13,AFRICA
Setaria verticillata,244,175,"EUROPE, NORTH_AMERICA, OCEANIA, SOUTH_AMERICA"
